v8-version,6,2,414,54,0
shared-library,"/usr/local/bin/node",0x100001800,0x100ba3aaa,0
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff3629d860,0x7fff364909ac,242761728
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff5c35f94a,0x7fff5c35fb2e,242761728
shared-library,"/usr/lib/libc++.1.dylib",0x7fff5c593f40,0x7fff5c5db2b0,242761728
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff5bfe8f08,0x7fff5bfe990c,242761728
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff5d0bdfd0,0x7fff5d2752e6,242761728
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff5da0e000,0x7fff5da2f65a,242761728
shared-library,"/usr/lib/libz.1.dylib",0x7fff5e4242d0,0x7fff5e42fbe5,242761728
shared-library,"/usr/lib/system/libcache.dylib",0x7fff5e4d1b08,0x7fff5e4d456d,242761728
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff5e4d6c14,0x7fff5e4dfde1,242761728
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff5e4e1ef4,0x7fff5e4e6a8b,242761728
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff5e4ea09c,0x7fff5e4f12dc,242761728
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff5e4f3e80,0x7fff5e558ab9,242761728
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff5e601a58,0x7fff5e62c9ce,242761728
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff5e63b014,0x7fff5e653410,242761728
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff5e658a51,0x7fff5e658e80,242761728
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff5e666fc0,0x7fff5e666fc0,242761728
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff5e6676e8,0x7fff5e66b9dc,242761728
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff5e66d26e,0x7fff5e66eb42,242761728
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff5e66f944,0x7fff5e670c73,242761728
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff5e672748,0x7fff5e687150,242761728
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff5e68985d,0x7fff5e689d0e,242761728
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff5e68b100,0x7fff5e70c18f,242761728
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff5e714e04,0x7fff5e7176c0,242761728
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff5e7192d0,0x7fff5e71b3eb,242761728
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff5e71cfda,0x7fff5e71dc44,242761728
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff5e71ef3c,0x7fff5e7234cd,242761728
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff5e7261f0,0x7fff5e76b41e,242761728
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff5e797140,0x7fff5e7c7143,242761728
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff5e7e3250,0x7fff5e7fc31f,242761728
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff5e803e50,0x7fff5e905068,242761728
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff5e933cff,0x7fff5e93b82e,242761728
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff5e93f148,0x7fff5e94783e,242761728
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff5e95d040,0x7fff5e95f52d,242761728
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff5e960a1f,0x7fff5e961588,242761728
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff5e76ff10,0x7fff5e78d75d,242761728
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff5e948820,0x7fff5e94e38d,242761728
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff5e950f78,0x7fff5e95910e,242761728
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff5e962938,0x7fff5e96831e,242761728
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff5e96b094,0x7fff5e97ac8d,242761728
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff5e97f96c,0x7fff5e9842a7,242761728
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff5e986d08,0x7fff5e9a792a,242761728
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff5be24e80,0x7fff5be4f689,242761728
shared-library,"/usr/lib/libc++abi.dylib",0x7fff5c5eb600,0x7fff5c609d64,242761728
tick,0x11114caa8,600,0,0x0,4
profiler,"begin",1000
tick,0x7fff5e94cfc9,1918,0,0x0,4
tick,0x7fff5e94d060,3168,0,0x0,4
code-creation,LazyCompile,5,5152,0x34134139e300,219,"",0x3cfe6cdb25b8,
code-creation,LazyCompile,5,5153,0x34134139e440,219,"",0x3cfe6cdb2690,
code-creation,LazyCompile,5,5154,0x34134139e580,404,"",0x3cfe6cdb2768,
code-creation,LazyCompile,5,5155,0x34134139e780,416,"",0x3cfe6cdb2840,
code-creation,LazyCompile,5,5156,0x34134139e980,319,"",0x3cfe6cdb2918,
code-creation,LazyCompile,5,5157,0x34134139eb20,282,"",0x3cfe6cdb29f0,
code-creation,LazyCompile,5,5158,0x34134139eca0,515,"",0x3cfe6cdb2ac8,
code-creation,LazyCompile,5,5159,0x34134139ef20,283,"",0x3cfe6cdb2b98,
code-creation,LazyCompile,5,5160,0x34134139f0a0,219,"",0x3cfe6cdb2c70,
code-creation,LazyCompile,5,5161,0x34134139f1e0,219,"",0x3cfe6cdb2d48,
code-creation,LazyCompile,5,5162,0x34134139f320,187,"",0x3cfe6cdb2e20,
code-creation,LazyCompile,5,5163,0x34134139f440,219,"",0x3cfe6cdb2ef0,
code-creation,LazyCompile,5,5164,0x34134139f580,219,"",0x3cfe6cdb2fc8,
code-creation,LazyCompile,5,5164,0x34134139f6c0,447,"",0x3cfe6cdb30a0,
code-creation,LazyCompile,5,5165,0x341341352080,15,"",0x3cfe6cdb3170,
code-creation,LazyCompile,5,5166,0x34134139f8e0,15,"",0x3cfe6cdb3228,
code-creation,LazyCompile,5,5167,0x34134139f960,15,"",0x3cfe6cdb32f8,
code-creation,LazyCompile,5,5168,0x34134139f9e0,15,"",0x3cfe6cdb33c8,
code-creation,LazyCompile,5,5169,0x34134139fa60,15,"",0x3cfe6cdb3498,
code-creation,LazyCompile,5,5170,0x34134139fae0,15,"",0x3cfe6cdb3548,
code-creation,LazyCompile,5,5171,0x34134139fb60,15,"",0x3cfe6cdb3618,
code-creation,LazyCompile,5,5172,0x34134139fbe0,15,"",0x3cfe6cdb36e8,
code-creation,LazyCompile,5,5173,0x34134139fc60,15,"",0x3cfe6cdb37b8,
code-creation,LazyCompile,5,5174,0x34134139fce0,15,"",0x3cfe6cdb3888,
code-creation,LazyCompile,5,5175,0x34134139fd60,15,"",0x3cfe6cdb3958,
code-creation,LazyCompile,5,5175,0x34134139fde0,15,"",0x3cfe6cdb3a08,
code-creation,LazyCompile,5,5176,0x34134139fe60,15,"",0x3cfe6cdb3ae0,
code-creation,LazyCompile,5,5177,0x34134139fee0,15,"",0x3cfe6cdb3bb0,
code-creation,LazyCompile,5,5178,0x34134139ff60,15,"",0x3cfe6cdb3c80,
code-creation,LazyCompile,5,5179,0x34134139ffe0,236,"",0x3cfe6cdb3d50,
code-creation,LazyCompile,5,5180,0x3413413a01c0,15,"",0x3cfe6cdb3e38,
code-creation,LazyCompile,5,5181,0x3413413a0240,15,"",0x3cfe6cdb3f10,
code-creation,LazyCompile,5,5182,0x3413413a02c0,15,"",0x3cfe6cdb3fe0,
code-creation,LazyCompile,5,5183,0x3413413a0340,15,"",0x3cfe6cdb40b8,
code-creation,LazyCompile,5,5184,0x3413413a03c0,15,"",0x3cfe6cdb4188,
code-creation,LazyCompile,5,5185,0x3413413a0440,15,"",0x3cfe6cdb4260,
code-creation,LazyCompile,5,5185,0x3413413a04c0,15,"",0x3cfe6cdb4330,
code-creation,LazyCompile,5,5186,0x3413413a0540,15,"",0x3cfe6cdb4400,
code-creation,LazyCompile,5,5187,0x3413413a05c0,15,"",0x3cfe6cdb44d8,
code-creation,LazyCompile,5,5188,0x3413413a0640,15,"",0x3cfe6cdb45a8,
code-creation,LazyCompile,5,5189,0x3413413a0740,15,"",0x3cfe6cdb4698,
code-creation,LazyCompile,5,5190,0x3413413a07c0,15,"",0x3cfe6cdb4748,
code-creation,LazyCompile,5,5191,0x3413413a0840,15,"",0x3cfe6cdb4820,
code-creation,LazyCompile,5,5192,0x34134134c260,28,"",0x3cfe6cdb48d0,
code-creation,LazyCompile,5,5193,0x3413413a08c0,15,"",0x3cfe6cdb4998,
code-creation,LazyCompile,5,5194,0x3413413a0640,15,"",0x3cfe6cdb4a88,
code-creation,LazyCompile,5,5195,0x3413413a0740,15,"",0x3cfe6cdb4b50,
code-creation,LazyCompile,5,5196,0x3413413a0940,15,"",0x3cfe6cdb4be8,
code-creation,LazyCompile,5,5196,0x3413413a09c0,15,"",0x3cfe6cdb4cc0,
code-creation,LazyCompile,5,5197,0x34134134c260,28,"",0x3cfe6cdb4d70,
code-creation,LazyCompile,5,5198,0x3413413a0a40,1344,"",0x3cfe6cdb4e38,
code-creation,LazyCompile,5,5199,0x3413413a0fe0,1880,"",0x3cfe6cdb4f30,
code-creation,LazyCompile,5,5200,0x3413413a17a0,2104,"",0x3cfe6cdb5030,
code-creation,LazyCompile,5,5201,0x3413413a2040,2104,"",0x3cfe6cdb5110,
code-creation,LazyCompile,5,5202,0x3413413a28e0,2104,"",0x3cfe6cdb51f0,
code-creation,LazyCompile,5,5203,0x3413413a3180,2104,"",0x3cfe6cdb52f0,
code-creation,LazyCompile,5,5204,0x3413413a3a20,2104,"",0x3cfe6cdb53f0,
code-creation,LazyCompile,5,5205,0x3413413a42c0,2032,"",0x3cfe6cdb54f0,
code-creation,LazyCompile,5,5206,0x3413413a4b20,2768,"",0x3cfe6cdb55f0,
code-creation,LazyCompile,5,5207,0x3413413a5660,15,"",0x3cfe6cdb5708,
code-creation,LazyCompile,5,5208,0x3413413a56e0,15,"",0x3cfe6cdb57e0,
code-creation,LazyCompile,5,5209,0x3413413a5760,15,"",0x3cfe6cdb58b0,
code-creation,LazyCompile,5,5209,0x34134134c260,28,"",0x3cfe6cdb5980,
code-creation,LazyCompile,5,5210,0x3413413a57e0,15,"",0x3cfe6cdb5a48,
code-creation,LazyCompile,5,5211,0x3413413a5860,111,"",0x3cfe6cdb5b20,
code-creation,LazyCompile,5,5212,0x3413413a5940,111,"",0x3cfe6cdb5c38,
code-creation,LazyCompile,5,5213,0x3413413a5a20,111,"",0x3cfe6cdb5d50,
code-creation,LazyCompile,5,5214,0x3413413a5b00,558,"",0x3cfe6cdb5e60,
code-creation,LazyCompile,5,5215,0x3413413a5da0,414,"",0x3cfe6cdb5f50,
code-creation,LazyCompile,5,5216,0x3413413a5fa0,558,"",0x3cfe6cdb6040,
code-creation,LazyCompile,5,5217,0x3413413a6240,15,"",0x3cfe6cdb6130,
code-creation,LazyCompile,5,5218,0x3413413a62c0,3560,"",0x3cfe6cdb61e0,
code-creation,LazyCompile,5,5219,0x3413413a7120,15,"",0x3cfe6cdb6318,
code-creation,LazyCompile,5,5220,0x3413413a71a0,2728,"",0x3cfe6cdb63c8,
code-creation,LazyCompile,5,5221,0x3413413a7cc0,15,"",0x3cfe6cdb64f8,
code-creation,LazyCompile,5,5221,0x3413413a7d40,15,"",0x3cfe6cdb65a8,
code-creation,LazyCompile,5,5222,0x3413413a7dc0,15,"",0x3cfe6cdb6658,
code-creation,LazyCompile,5,5223,0x3413413a7e40,8752,"",0x3cfe6cdb6708,
code-creation,LazyCompile,5,5224,0x3413413aa0e0,15,"",0x3cfe6cdb6ae8,
code-creation,LazyCompile,5,5225,0x3413413aa160,3080,"",0x3cfe6cdb6b98,
code-creation,LazyCompile,5,5226,0x3413413aade0,3352,"",0x3cfe6cdb6cf0,
code-creation,LazyCompile,5,5227,0x3413413abb60,15,"",0x3cfe6cdb6e50,
code-creation,LazyCompile,5,5228,0x3413413abbe0,3560,"",0x3cfe6cdb6f00,
code-creation,LazyCompile,5,5229,0x3413413aca40,563,"",0x3cfe6cdb7038,
code-creation,LazyCompile,5,5230,0x3413413ad560,2742,"",0x3cfe6cdb7178,
code-creation,LazyCompile,5,5231,0x3413413b01a0,1181,"",0x3cfe6cdb7560,
code-creation,LazyCompile,5,5232,0x3413413b06a0,15,"",0x3cfe6cdb7660,
code-creation,LazyCompile,5,5233,0x3413413b07a0,15,"",0x3cfe6cdb7748,
code-creation,LazyCompile,5,5234,0x3413413b0820,15,"",0x3cfe6cdb7820,
code-creation,LazyCompile,5,5234,0x3413413b08a0,15,"",0x3cfe6cdb78f8,
code-creation,LazyCompile,5,5235,0x3413413b0920,15,"",0x3cfe6cdb79d0,
code-creation,LazyCompile,5,5236,0x3413413b09a0,15,"",0x3cfe6cdb7aa0,
code-creation,LazyCompile,5,5237,0x3413413b0a20,15,"",0x3cfe6cdb7b70,
code-creation,LazyCompile,5,5238,0x3413413b0aa0,15,"",0x3cfe6cdb7c40,
code-creation,LazyCompile,5,5239,0x3413413b0b20,15,"",0x3cfe6cdb7d10,
code-creation,LazyCompile,5,5240,0x3413413b0ba0,15,"",0x3cfe6cdb7de0,
code-creation,LazyCompile,5,5241,0x3413413b0c20,15,"",0x3cfe6cdb7eb0,
code-creation,LazyCompile,5,5242,0x3413413b0ca0,15,"",0x3cfe6cdb7f88,
code-creation,LazyCompile,5,5243,0x3413413b0d20,15,"",0x3cfe6cdb8060,
code-creation,LazyCompile,5,5244,0x3413413b0da0,15,"",0x3cfe6cdb8130,
code-creation,LazyCompile,5,5245,0x3413413b0e20,15,"",0x3cfe6cdb8200,
code-creation,LazyCompile,5,5245,0x3413413b0ea0,15,"",0x3cfe6cdb82d8,
code-creation,LazyCompile,5,5246,0x3413413b0f20,15,"",0x3cfe6cdb83b0,
code-creation,LazyCompile,5,5247,0x3413413b0fa0,15,"",0x3cfe6cdb8488,
code-creation,LazyCompile,5,5248,0x3413413b1020,15,"",0x3cfe6cdb8560,
code-creation,LazyCompile,5,5249,0x3413413b10a0,15,"",0x3cfe6cdb8638,
code-creation,LazyCompile,5,5250,0x3413413b1120,2672,"",0x3cfe6cdb8710,
code-creation,LazyCompile,5,5251,0x3413413b1c00,158,"",0x3cfe6cdb8878,
code-creation,LazyCompile,5,5252,0x3413413b2100,1516,"",0x3cfe6cdb8980,
code-creation,LazyCompile,5,5253,0x3413413b2760,123,"",0x3cfe6cdb8a80,
code-creation,LazyCompile,5,5254,0x3413413b2840,1244,"",0x3cfe6cdb8b60,
code-creation,LazyCompile,5,5255,0x3413413b2d80,15,"",0x3cfe6cdb8c58,
code-creation,LazyCompile,5,5256,0x3413413b2e00,254,"",0x3cfe6cdb8d08,
code-creation,LazyCompile,5,5256,0x3413413b2f60,504,"",0x3cfe6cdb8df0,
code-creation,LazyCompile,5,5257,0x3413413b3280,254,"",0x3cfe6cdb8ee8,
code-creation,LazyCompile,5,5258,0x3413413b33e0,99,"",0x3cfe6cdb8fd0,
code-creation,LazyCompile,5,5259,0x3413413b34c0,254,"",0x3cfe6cdb90d0,
code-creation,LazyCompile,5,5260,0x34134134c260,28,"",0x3cfe6cdb91b8,
code-creation,LazyCompile,5,5261,0x3413413b3620,2472,"",0x3cfe6cdb9280,
code-creation,LazyCompile,5,5262,0x3413413b4040,972,"",0x3cfe6cdb93b0,
code-creation,LazyCompile,5,5263,0x3413413b4480,1316,"",0x3cfe6cdb94a8,
code-creation,LazyCompile,5,5264,0x3413413b4a20,1152,"",0x3cfe6cdb95a8,
code-creation,LazyCompile,5,5265,0x3413413b4f00,15,"",0x3cfe6cdb96a0,
code-creation,LazyCompile,5,5266,0x3413413b4f80,254,"",0x3cfe6cdb9750,
code-creation,LazyCompile,5,5267,0x3413413b50e0,488,"",0x3cfe6cdb9838,
code-creation,LazyCompile,5,5268,0x3413413b5340,99,"",0x3cfe6cdb9920,
code-creation,LazyCompile,5,5269,0x3413413b5420,254,"",0x3cfe6cdb9a20,
code-creation,LazyCompile,5,5269,0x34134134c260,28,"",0x3cfe6cdb9b08,
code-creation,LazyCompile,5,5270,0x3413413b5580,182,"",0x3cfe6cdb9bd0,
code-creation,LazyCompile,5,5271,0x3413413b5840,147,"",0x3cfe6cdb9cc8,
code-creation,LazyCompile,5,5272,0x3413413b5940,147,"",0x3cfe6cdb9da8,
code-creation,LazyCompile,5,5273,0x3413413b5a40,75,"",0x3cfe6cdb9e88,
code-creation,LazyCompile,5,5274,0x3413413b5d80,15,"",0x3cfe6cdb9f78,
code-creation,LazyCompile,5,5275,0x3413413b5e00,15,"",0x3cfe6cdba028,
code-creation,LazyCompile,5,5276,0x3413413b5e80,51,"",0x3cfe6cdba0d8,
code-creation,LazyCompile,5,5277,0x3413413b5f20,57,"",0x3cfe6cdba188,
code-creation,LazyCompile,5,5278,0x3413413b6620,15,"",0x3cfe6cdba290,
code-creation,LazyCompile,5,5279,0x3413413b66a0,15,"",0x3cfe6cdba340,
code-creation,LazyCompile,5,5280,0x3413413b6720,15,"",0x3cfe6cdba3f0,
code-creation,LazyCompile,5,5280,0x3413413b67a0,15,"",0x3cfe6cdba4a0,
code-creation,LazyCompile,5,5281,0x3413413b6820,15,"",0x3cfe6cdba550,
code-creation,LazyCompile,5,5282,0x3413413b68a0,15,"",0x3cfe6cdba600,
code-creation,LazyCompile,5,5283,0x3413413b6920,15,"",0x3cfe6cdba6b0,
code-creation,LazyCompile,5,5284,0x3413413b69a0,15,"",0x3cfe6cdba760,
code-creation,LazyCompile,5,5285,0x3413413b6a20,15,"",0x3cfe6cdba810,
code-creation,LazyCompile,5,5286,0x341341352080,15,"",0x3cfe6cdba8c0,
code-creation,LazyCompile,5,5287,0x341341352080,15,"",0x3cfe6cdba958,
code-creation,LazyCompile,5,5288,0x3413413b6aa0,15,"",0x3cfe6cdbaa20,
code-creation,LazyCompile,5,5289,0x3413413b6ba0,15,"",0x3cfe6cdbaae8,
code-creation,LazyCompile,5,5290,0x3413413b6c20,16,"",0x3cfe6cdbab98,
code-creation,LazyCompile,5,5290,0x3413413b6ca0,15,"",0x3cfe6cdbac78,
code-creation,LazyCompile,5,5291,0x3413413b6d20,15,"",0x3cfe6cdbad58,
code-creation,LazyCompile,5,5292,0x3413413b6da0,956,"",0x3cfe6cdbae38,
code-creation,LazyCompile,5,5293,0x341341352080,15,"",0x3cfe6cdbaf38tick,0x7fff5e78220a,67752,0,0x0,0
,0x3413413b71c0,992,"",0x3cfe6cdbb020,
code-creation,LazyCompile,5,5330,0x341341352080,15,"",0x3cfe6cdbb120,
code-creation,LazyCompile,5,5331,0x3413413b7600,15,"",0x3cfe6cdbb208,
code-creation,LazyCompile,5,5332,0x3413413b7680,15,"",0x3cfe6cdbb2d8,
code-creation,LazyCompile,5,5333,0x3413413b7700,972,"",0x3cfe6cdbb3b0,
code-creation,LazyCompile,5,5334,0x3413413b7b40,972,"",0x3cfe6cdbb478,
code-creation,LazyCompile,5,5335,0x3413413b7f80,67,"",0x3cfe6cdbb540,
code-creation,LazyCompile,5,5336,0x3413413b8040,59,"",0x3cfe6cdbb5f0,
code-creation,LazyCompile,5,5336,0x3413413b80e0,365,"",0x3cfe6cdbb6a0,
code-creation,LazyCompile,5,5337,0x3413413b82c0,83,"",0x3cfe6cdbb760,
code-creation,LazyCompile,5,5338,0x3413413b7600,15,"",0x3cfe6cdbb810,
code-creation,LazyCompile,5,5339,0x3413413b8380,15,"",0x3cfe6cdbb8c8,
code-creation,LazyCompile,5,5340,0x3413413b8400,15,"",0x3cfe6cdbb9a0,
code-creation,LazyCompile,5,5341,0x3413413b8480,15,"",0x3cfe6cdbba78,
code-creation,LazyCompile,5,5342,0x3413413b8500,15,"",0x3cfe6cdbbb50,
code-creation,LazyCompile,5,5343,0x3413413b8580,15,"",0x3cfe6cdbbc28,
code-creation,LazyCompile,5,5344,0x3413413b8600,15,"",0x3cfe6cdbbd00,
code-creation,LazyCompile,5,5345,0x3413413b8680,15,"",0x3cfe6cdbbdd8,
code-creation,LazyCompile,5,5346,0x3413413b8700,15,"",0x3cfe6cdbbeb0,
code-creation,LazyCompile,5,5347,0x3413413b8780,15,"",0x3cfe6cdbbf88,
code-creation,LazyCompile,5,5347,0x3413413b8800,15,"",0x3cfe6cdbc068,
code-creation,LazyCompile,5,5348,0x3413413b8880,15,"",0x3cfe6cdbc138,
code-creation,LazyCompile,5,5349,0x3413413b8900,15,"",0x3cfe6cdbc210,
code-creation,LazyCompile,5,5350,0x3413413b8980,15,"",0x3cfe6cdbc2e8,
code-creation,LazyCompile,5,5351,0x3413413b8a00,15,"",0x3cfe6cdbc3b8,
code-creation,LazyCompile,5,5352,0x3413413b8a80,15,"",0x3cfe6cdbc488,
code-creation,LazyCompile,5,5353,0x3413413b8b00,15,"",0x3cfe6cdbc560,
code-creation,LazyCompile,5,5354,0x341341352080,15,"",0x3cfe6cdbc610,
code-creation,LazyCompile,5,5355,0x3413413b6c20,16,"",0x3cfe6cdbc6a8,
code-creation,LazyCompile,5,5356,0x3413413b8b80,15,"",0x3cfe6cdbd0e8,
code-creation,LazyCompile,5,5357,0x3413413b8c00,15,"",0x3cfe6cdbd1c0,
code-creation,LazyCompile,5,5358,0x3413413b8c80,15,"",0x3cfe6cdbd2a0,
code-creation,LazyCompile,5,5358,0x3413413b8d00,15,"",0x3cfe6cdbd378,
code-creation,LazyCompile,5,5359,0x3413413b8d80,15,"",0x3cfe6cdbd458,
code-creation,LazyCompile,5,5360,0x3413413b8e00,15,"",0x3cfe6cdbd528,
code-creation,LazyCompile,5,5361,0x3413413b8e80,15,"",0x3cfe6cdbd5f8,
code-creation,LazyCompile,5,5362,0x3413413b8f00,103,"",0x3cfe6cdbd6a8,
code-creation,LazyCompile,5,5363,0x3413413b8fe0,95,"",0x3cfe6cdbd758,
code-creation,LazyCompile,5,5364,0x341341356320,15,"",0x3cfe6cdbd808,
tick,0x1004a3680,5752,0,0x0,3
tick,0x100625d8c,6952,0,0x0,3
code-creation,Script,18,7806,0x3cfeae1b057a,8," bootstrap_node.js:1:1",0x3cfeae1b0240,~
code-creation,Script,18,7821,0x3cfeae1b180a,383," bootstrap_node.js:10:10",0x3cfeae1b0480,~
tick,0x10064ee24,8241,1,0x100027d31,3,0x1001ea820,0x3cfeae1b189d
code-creation,LazyCompile,18,8761,0x3cfeae1b6242,2620,"startup bootstrap_node.js:12:19",0x3cfeae1b05c8,~
code-creation,LazyCompile,18,8832,0x3cfeae1b823a,192,"NativeModule.require bootstrap_node.js:520:34",0x3cfeae1b0fa0,~
code-creation,LazyCompile,18,8851,0x3cfeae1b85fa,17,"NativeModule.getCached bootstrap_node.js:550:36",0x3cfeae1b1048,~
code-creation,LazyCompile,18,8867,0x3cfeae1b874a,23,"NativeModule.exists bootstrap_node.js:554:33",0x3cfeae1b10f0,~
code-creation,LazyCompile,18,8898,0x3cfeae1b8922,46,"NativeModule bootstrap_node.js:504:24",0x3cfeae1b0ef8,~
code-creation,LazyCompile,18,8927,0x3cfeae1b8b42,25,"NativeModule.cache bootstrap_node.js:608:42",0x3cfeae1b1588,~
code-creation,LazyCompile,18,8975,0x3cfeae1b8d5a,143,"NativeModule.compile bootstrap_node.js:588:44",0x3cfeae1b14e0,~
code-creation,LazyCompile,18,8995,0x3cfeae1b904a,17,"NativeModule.getSource bootstrap_node.js:575:36",0x3cfeae1b1390,~
code-creation,LazyCompile,18,9014,0x3cfeae1b9192,43,"NativeModule.wrap bootstrap_node.js:579:31",0x3cfeae1b1438,~
code-creation,LazyCompile,18,9058,0x3cfeae1b979a,33,"runInThisContext bootstrap_node.js:499:28",0x3cfeae1b0e50,~
tick,0x10068d75e,9523,1,0x10004b100,6,0x1001ea820,0x3cfeae1b97a9,0x3cfeae1b8d9c,0x3cfeae1b82f1,0x3cfeae1b6260,0x3cfeae1b1984
code-creation,Script,18,9643,0x3cfeae1ba642,8," events.js:1:1",0x3cfeae1ba2f0,~
code-creation,Script,18,9658,0x3cfeae1bbb2a,474," events.js:1:11",0x3cfeae1ba548,~
code-creation,LazyCompile,18,9738,0x3cfeae1bcaea,24,"EventEmitter events.js:27:22",0x3cfeae1ba688,~
code-creation,LazyCompile,18,9780,0x3cfeae1bcc92,151,"EventEmitter.init events.js:62:29",0x3cfeae1bb060,~
code-creation,LazyCompile,18,9813,0x3cfeae1bd0ba,24,"setupProcessObject bootstrap_node.js:246:30",0x3cfeae1b0670,~
code-creation,LazyCompile,18,9892,0x3cfeae1bd3ea,180,"setupProcessFatal bootstrap_node.js:358:29",0x3cfeae1b09b8,~
code-creation,LazyCompile,18,10052,0x3cfeae1beed2,169,"setupProcessICUVersions bootstrap_node.js:412:35",0x3cfeae1b0a60,~
code-creation,LazyCompile,18,10319,0x3cfeae1c0c0a,250,"setupGlobalVariables bootstrap_node.js:255:32",0x3cfeae1b0718,~
tick,0x1001c13d0,10692,1,0x10004b100,6,0x1001ea820,0x3cfeae1b97a9,0x3cfeae1b8d9c,0x3cfeae1b82f1,0x3cfeae1c0c60,0x3cfeae1b62d3,0x3cfeae1b1984
code-creation,Script,18,11749,0x3cfeae1c3bb2,8," util.js:1:1",0x3cfeae1c3478,~
code-creation,Script,18,11781,0x3cfeae1c679a,1420," util.js:1:11",0x3cfeae1c3ab8,~
tick,0x0,11987,0,0x0,3
code-creation,Script,18,12394,0x3cfeae1cb792,8," internal/errors.js:1:1",0x3cfeae1cb488,~
code-creation,Script,18,12436,0x3cfeae1cd642,1794," internal/errors.js:1:11",0x3cfeae1cb698,~
code-creation,LazyCompile,18,12541,0x3cfeae1cf3b2,118,"makeNodeError internal/errors.js:19:23",0x3cfeae1cb7d8,~
code-creation,LazyCompile,18,12609,0x3cfeae1cfa62,45,"E internal/errors.js:118:11",0x3cfeae1cb9d0,~
code-creation,Script,18,13216,0x3cfeae1d29da,8," internal/encoding.js:1:1",0x3cfeae1d2598,~
tick,0x1001b500a,13276,1,0x10004b100,7,0x1001ea820,0x3cfeae1b97a9,0x3cfeae1b8d9c,0x3cfeae1b82f1,0x3cfeae1c6931,0x3cfeae1b8dbc,0x3cfeae1b82f1,0x3cfeae1c0c60,0x3cfeae1b62d3,0x3cfeae1b1984
code-creation,Script,18,13312,0x3cfeae1d6612,1077," internal/encoding.js:1:11",0x3cfeae1d28e0,~
code-creation,Script,18,13668,0x3cfeae1d870a,8," internal/util.js:1:1",0x3cfeae1d8350,~
code-creation,Script,18,13690,0x3cfeae1d950a,500," internal/util.js:1:11",0x3cfeae1d8610,~
code-creation,Script,18,14305,0x3cfeae1e15ca,8," internal/util/types.js:1:1",0x3cfeae1e1340,~
code-creation,Script,18,14311,0x3cfeae1e1932,153," internal/util/types.js:1:11",0x3cfeae1e14d0,~
code-creation,LazyCompile,18,14352,0x3cfeae1e1ef2,14,"uncurryThis internal/util/types.js:10:21",0x3cfeae1e1610,~
tick,0x1007db25f,14600,0,0x5340,6,0x10072faf0,0x3cfeae1d6797,0x3cfeae1b8dbc,0x3cfeae1b82f1,0x3cfeae1c6931,0x3cfeae1b8dbc,0x3cfeae1b82f1,0x3cfeae1c0c60,0x3cfeae1b62d3,0x3cfeae1b1984
code-creation,LazyCompile,18,14766,0x3cfeae1e4f3a,170,"Uint8Array native typedarray.js:158:31",0x3cfe6cd906e0,~
code-creation,LazyCompile,18,15024,0x3cfeae1e9dea,157,"makeTextDecoderICU internal/encoding.js:337:28",0x3cfeae1d2cc0,~
